0,0,0,0,0,0,0,0,0
0,0,7,6,9,3,5,6,8
0,102,0,8,5,8,8,6,13
0,103,101,0,3,9,7,11,17
0,100,104,106,0,15,8,24,28
0,106,101,100,94,0,17,26,31
0,104,101,102,101,83,0,27,35
0,103,103,98,85,78,82,0,42
0,102,96,92,81,76,75,67,0
